topic_id	initial_request	topic_desc	clarification_need	facet_id	facet_desc	question_id	question	answer
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0002	Where did Barack Obama's parents and grandparents come from?	Q02527	how many generations would you like me to list from president obamas family tree	two generations obamas parents and grandparents
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0002	Where did Barack Obama's parents and grandparents come from?	Q02950	what would you like to know about obamas heritage	yes i want information on obamas heritage
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0002	Where did Barack Obama's parents and grandparents come from?	Q03023	which family members of obama are you interested in learning more about	i am interested in learning about where obamas parents and grandparents came from
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0002	Where did Barack Obama's parents and grandparents come from?	Q03071	which specific details would you like to learn about obamas heritage	where they were born at
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0002	Where did Barack Obama's parents and grandparents come from?	Q03351	would you like to hear about president obamas family tree	yes but focus on his parents and grandparents
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0002	Where did Barack Obama's parents and grandparents come from?	Q00001		
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q00384	are you interested in seeing barack obamas family	yes please find me information on barack obamas mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q03442	would you like to know barack obamas geneology	i would like biographical information on his mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q03402	would you like to know about obamas ancestors	yes specifically his mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q03725	would you like to know who is currently alive from president obamas family tree	no i would like baracks mothers biological information
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q00769	are you looking for biological information on his family	yes i am specifically looking for biographical information about his morther
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q01286	are you referring to the time magazine essay	no i just want bio information about barack obamas mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q02152	do you want to know more about obamas parents	yes i only want to find the biographical information on barack obamas mother right now
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q02527	how many generations would you like me to list from president obamas family tree	i dont want his family tree i just want biographical information on his mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q02950	what would you like to know about obamas heritage	i would like to know information about obamas mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q03023	which family members of obama are you interested in learning more about	i would like to learn about his entire family tree
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q03071	which specific details would you like to learn about obamas heritage	i want to know about obamas mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q03351	would you like to hear about president obamas family tree	i want information on his mother
1	Tell me about Obama family tree.	Find information on President Barack Obama\'s family history, including genealogy, national origins, places and dates of birth, etc.	2	F0003	Find biographical information on Barack Obama's mother.	Q00001		
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q00059	are you going to purchase anything there	i dont know yet i just want general info about fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q00656	are you looking for a place which sales products from fickle creek farm	just general information about the farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q00878	are you looking for information about staying at fickle creek farm	no i am looking for more general information
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q01030	are you looking for specific information regarding fickle creek farm	im looking for general information
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q01880	do you want the history of fickle creek farm	yes i would like the history of fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q02174	do you want to know the animal population at fickle creek farm	yes along with other general information
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q02217	do you want to know the location of fickle creek farm	yes along with other general information
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q03686	would you like to know where fickle creek farm is on a map	i just need general information about fickle creek
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0014	Find general information about Fickle Creek Farm in North Carolina	Q00001		
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q00059	are you going to purchase anything there	i am not sure
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q00656	are you looking for a place which sales products from fickle creek farm	no i want the physical address of fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q00878	are you looking for information about staying at fickle creek farm	no only its location and travel directions
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q01030	are you looking for specific information regarding fickle creek farm	yes i am looking for its location and directions on how to get there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q01880	do you want the history of fickle creek farm	no i want to know where fickle creek farm is and how i get there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q02174	do you want to know the animal population at fickle creek farm	no i need to know how to get there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q02217	do you want to know the location of fickle creek farm	i would like to know where fickle creek farm is and also hoe to ge there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q03686	would you like to know where fickle creek farm is on a map	yes and i also need directions on how to get there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0015	Where is Fickle Creek Farm, and how can I go there?	Q00001		
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q00059	are you going to purchase anything there	no i just need to know what food is grown or raised on the farms of fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q00656	are you looking for a place which sales products from fickle creek farm	no i am interested in the type of products they grow or raise there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q00878	are you looking for information about staying at fickle creek farm	no
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q01030	are you looking for specific information regarding fickle creek farm	yes what products do they grow there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q01880	do you want the history of fickle creek farm	no i want to know what products they grow and raise at fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q02174	do you want to know the animal population at fickle creek farm	no i want to know what products they grow or raise there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q02217	do you want to know the location of fickle creek farm	no i want to know products that they grow or raise there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q03686	would you like to know where fickle creek farm is on a map	i would like to know what the make
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0016	What products do they grow and/or raise there?	Q00001		
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q00059	are you going to purchase anything there	i dont know i would like to see what they have first
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q00656	are you looking for a place which sales products from fickle creek farm	yes thats what i want
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q00878	are you looking for information about staying at fickle creek farm	i would like to by produce from fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q01030	are you looking for specific information regarding fickle creek farm	yes where to buy thier products
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q01880	do you want the history of fickle creek farm	i want to buy something from them
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q02174	do you want to know the animal population at fickle creek farm	no i want to know where to buy their products
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q02217	do you want to know the location of fickle creek farm	no i want ot find out where can i purchase fickle creek farm products
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q03686	would you like to know where fickle creek farm is on a map	no i would like to know where i can buy products from fickle creek farm not where it is
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0017	Where can I buy products that come from Fickle Creek Farm?	Q00001		
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q00059	are you going to purchase anything there	not sure i just need information about staying there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q00656	are you looking for a place which sales products from fickle creek farm	no i am looking for info on the bed and breakfast at fickle creek farms
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q00878	are you looking for information about staying at fickle creek farm	yes i am looking for information about staying at fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q01030	are you looking for specific information regarding fickle creek farm	yes i want information about staying there
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q01880	do you want the history of fickle creek farm	no i need information about its bed and breakfast
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q02174	do you want to know the animal population at fickle creek farm	no i would like to know about staying at the bed and breakfast at fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q02217	do you want to know the location of fickle creek farm	i want information about staying at fickle creek farms bed and breakfast
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q03686	would you like to know where fickle creek farm is on a map	no i would like information about staying at the bed and breakfast at fickle creek farm
102	What is Fickle Creek Farm	Find general information about Fickle Creek Farm in North Carolina	2	F0018	Find information about staying at the bed and breakfast at Fickle Creek Farm.	Q00001		
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q00457	are you interested in the human services department	no i am looking for doctors or hospitals in sonoma county california
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q02630	is this for an emergancy	no
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q03267	would you like the different services that are provided	yes please
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q00787	are you looking for contact information	no i want to know about available medical services in sonoma county
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q00823	are you looking for employment with sonoma country medical	no i want to know the services available
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q01035	are you looking for specific program information	no i want to know what medical services are available there
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q01593	do you need addresses	no
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q01605	do you need any specific information on health insurance	no i want to know what services are provided
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q01833	do you want information on the differenct services that are provided	yes
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q02548	how soon is this needed	immediately i need any information on what are the options having to do with all medical services in sonoma
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q02599	is there a specific program you are looking for	no i want to know about the services they provide
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0025	What medical services are available in Sonoma County, California?	Q00001		
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q00457	are you interested in the human services department	no i just need the homepage of county medical services program sonoma california
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q02630	is this for an emergancy	no i am trying to locate the home webpage for the county medical services program of sonoma county california
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q03267	would you like the different services that are provided	i dont know
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q00787	are you looking for contact information	i would like the general homepage
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q00823	are you looking for employment with sonoma country medical	no
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q01035	are you looking for specific program information	no just the front page
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q01593	do you need addresses	no just the website
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q01605	do you need any specific information on health insurance	yes the homepage of county medical services program of sonoma county
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q01833	do you want information on the differenct services that are provided	give me the homepage of the cmsp
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q02548	how soon is this needed	as soon as possible
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q02599	is there a specific program you are looking for	no i want to see the website for the county medical services program
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0026	I'm looking for the home page of the County Medical Services Program (CMSP) of Sonoma County, California.	Q00001		
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q00457	are you interested in the human services department	possibly specifically i need information on health care coverage for low income residents in sonoma county
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q02630	is this for an emergancy	no
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q03267	would you like the different services that are provided	no im looking for coverage for lowincome people
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q00787	are you looking for contact information	maybe i want information about healthcare services for lowincome residents of this county
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q00823	are you looking for employment with sonoma country medical	no id like to learn more about lowincome health care coverage in sonoma county ca
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q01035	are you looking for specific program information	yes coverage for lowincome people
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q01593	do you need addresses	no just information
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q01605	do you need any specific information on health insurance	yes low income health insurance in sonoma county ca
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q01833	do you want information on the differenct services that are provided	yes
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q02548	how soon is this needed	i dont know
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q02599	is there a specific program you are looking for	yes coverage for lowincome people
105	Tell me about sonoma county medical services.	What medical services are available in Sonoma County, California?	2	F0027	I am looking for more information about health care coverage for low-income residents ofSonoma County, CA.	Q00001		
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q00297	are you interested in learning more about ralph owen brewseter	yes and his biography
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q03620	would you like to know the political positions ralph owen brewster held	yes
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q03661	would you like to know what movie star portrayed brewster in the movie the aviator and what award the movie star was nominated for the performance	no
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q03665	would you like to know what political party ralph owen brewster was affiliated with	yes and other information about him
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q02547	how old is ralph owen brewseter	yes
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q02649	may i provide you with information regarding when ralph owen brewster died and cause of death	yes please also include general biographical info too
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q02650	may i tell you about brewsters parents where and when he was born	yes i am interested in all biographical information about ralph owen brewster
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q02798	what is ralph owen brewser famous for	yes that is part fo what im looking for
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q02799	what is ralph owen brewsters background	i dont know
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q02800	what is ralph owen brewsters education	please answeers this and give me more information
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q03107	who is ralph owen brewster	i am not sure so i want to know
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q03371	would you like to know about brewsters college education degree and work history	i want all biographical information available for ralph owen brewster
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0037	Find biographical information about Ralph Owen Brewster.	Q00001		
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0038	What elected offices did Ralph Owen Brewster hold?	Q00297	are you interested in learning more about ralph owen brewseter	yes and what offices did he hold
108	Tell me about of Ralph Owen Brester.	Find biographical information about Ralph Owen Brester.	1	F0038	What elected offices did Ralph Owen Brewster hold?	Q03620	would you like to know the political positions ralph owen brewster held	yes please give me a list of the elected offices held by ralph owen brewster
